text,label
"сбоку их, переплетаясь, падали тени старых голых","сбоку их, переплетаясь, падали тени старых голых"
jn которых он спасал их жертвы. из трех поименованных ритором,от которых он спасал их жертвы. из трех поименованных ритором
– que сф a ete la goutte d’eau qui fera deborder le verre. les,– que ca a ete la goutte d’eau qui fera deborder le verre. les
"дрогнул ujkjcjv и отвернулся), и вдруг это","дрогнул голосом и отвернулся), и вдруг это"
"так же папа держит чашку и дует точно так же!» – думала наташа, с ужасом","так же папа держит чашку и дует точно так же!» – думала наташа, с ужасом"
"что бал будет очень хорош, – отвечала княгиня, вздергивая с усиками губку. – все красивые","что бал будет очень хорош, – отвечала княгиня, вздергивая с усиками губку. – все красивые"
"ни в кого в особенности, но влюблена была во всех. в того, на кого","ни в кого в особенности, но влюблена была во всех. в того, на кого"
"всем человеческом роде; она злобно смотрела на своего собеседника. – еще tcnm время,","всем человеческом роде; она злобно смотрела на своего собеседника. – еще есть время,"
"на левый берег дуная b в первый раз остановился, положив дунай между собой","на левый берег дуная и в первый раз остановился, положив дунай между собой"
"я ничего не сделала, ничем не вызвала этого. никто не узнает, и я его","я ничего не сделала, ничем не вызвала этого. никто не узнает, и я его"
"один палец, – плаксу fyye михайловну – два. она здесь с сыном. женится","один палец, – плаксу анну михайловну – два. она здесь с сыном. женится"
"меня спасло, ds знаете что? масонство. нет,","меня спасло, вы знаете что? масонство. нет,"
"из учтивости, и как предмет для вступления в разговор, ему сделали несколько вопросов j,","из учтивости, и как предмет для вступления в разговор, ему сделали несколько вопросов об"
"общего ehjdyz закоренелой привычки…» – или с улыбкой: «но мы хотим,","общего уровня закоренелой привычки…» – или с улыбкой: «но мы хотим,"
"сказал ему: – а знаешь ли ты, моя душа, напрасно погорячился!","сказал ему: – а знаешь ли ты, моя душа, напрасно погорячился!"
"– сказал он с видимою радостью, yt в силах удержаться от счастливой улыбки,","– сказал он с видимою радостью, не в силах удержаться от счастливой улыбки,"
"что план аббата был химера. – мы после поговорим, – сказала анна павловна, улыбаясь. и,","что план аббата был химера. – мы после поговорим, – сказала анна павловна, улыбаясь. и,"
"cnfhbrjd недовольных, прямо как к сыну своего","стариков недовольных, прямо как к сыну своего"
"только анна михайловна скрылась, он заметил, что взгляды всех бывших в комнате больше чем с","только анна михайловна скрылась, он заметил, что взгляды всех бывших в комнате больше чем с"
что ты повел себя не как csy,что ты повел себя не как сын
михайловной. анна михайловна поспешными шагами шла вверх gj слабо освещенной,михайловной. анна михайловна поспешными шагами шла вверх по слабо освещенной
"и что ему сообщали, было именно то, xnj он уже предвидел. князь андрей, запыхавшись от","и что ему сообщали, было именно то, что он уже предвидел. князь андрей, запыхавшись от"
"у отца pf себя и за филиппа-буфетчика, который","у отца за себя и за филиппа-буфетчика, который"
"их. ma tante каждому говорила в одних и тех же выражениях j его здоровье, о","их. ma tante каждому говорила в одних и тех же выражениях о его здоровье, о"
"на своего казака, который с двумя лошадьми в поводу стоял несколько шагов позади","на своего казака, который с двумя лошадьми в поводу стоял несколько шагов позади"
"тридцатипятитысячная армия, под начальством кутузова, поспешно отступала вниз по дунаю, останавливаясь там, ult","тридцатипятитысячная армия, под начальством кутузова, поспешно отступала вниз по дунаю, останавливаясь там, где"
"драгоценного камня, ,ktcntkb в месячном свете. в саду треснуло дерево, и","драгоценного камня, блестели в месячном свете. в саду треснуло дерево, и"
го-го-го-ство!» и опять все замерло.,го-го-го-ство!» и опять все замерло.
"павловна, закрыв глаза b грустным жестом указывая на","павловна, закрыв глаза и грустным жестом указывая на"
"этот vjvtyn на пьера, князь","этот момент на пьера, князь"
"и кончены счеты, – crfpfk долохов, показывая ему записку. – так? – да, разумеется,","и кончены счеты, – сказал долохов, показывая ему записку. – так? – да, разумеется,"
"– это кто? – спросил старый князь, вылезая из кареты и увидав пьера. – а!","– это кто? – спросил старый князь, вылезая из кареты и увидав пьера. – а!"
"а эта ровная, тихая ;bpym губит","а эта ровная, тихая жизнь губит"
"с вопросительным видом подошел к ним. сын заметил, как вдруг глубокая","с вопросительным видом подошел к ним. сын заметил, как вдруг глубокая"
"намекам княжны, ни письму, но ему страшно было теперь смотреть на долохова, сидевшего","намекам княжны, ни письму, но ему страшно было теперь смотреть на долохова, сидевшего"
"из самых богатых невест петербурга, которые очень kturj могли осуществиться. когда борис вошел в","из самых богатых невест петербурга, которые очень легко могли осуществиться. когда борис вошел в"
отца с прибавлениями рассказы о похищении наташи. ryzpm андрей приехал вечером,отца с прибавлениями рассказы о похищении наташи. князь андрей приехал вечером
"он того-то, он огорчит многих и лишит их ожидаемого, а сделай то-то и то-то, все","он того-то, он огорчит многих и лишит их ожидаемого, а сделай то-то и то-то, все"
здесь? – обратился он к жеркову. – да за тем же. однако,здесь? – обратился он к жеркову. – да за тем же. однако
"ему нужно о делах спросить у предводителя, подъезжал по аллее сада к отрадненскому","ему нужно о делах спросить у предводителя, подъезжал по аллее сада к отрадненскому"
"слова. – он очень беспокоит меня. здоровье его зимой лучше, но прошлой","слова. – он очень беспокоит меня. здоровье его зимой лучше, но прошлой"
илагиным подвигаясь к зайцу. – матерый? – спрашивал,илагиным подвигаясь к зайцу. – матерый? – спрашивал
"видны были драгуны. в центре, где и находилась та батарея тушина, с которой hfccvfnhbdfk позицию","видны были драгуны. в центре, где и находилась та батарея тушина, с которой рассматривал позицию"
вместе с тем jcnftncz на месте. сзади знакомый гусар бандарчук наскакал на него и сердито,вместе с тем остается на месте. сзади знакомый гусар бандарчук наскакал на него и сердито
"не сказал отцу, что, верно,","не сказал отцу, что, верно,"
"быть решено иначе. – завтра мы едем, я тебе даю место в своей коляске.","быть решено иначе. – завтра мы едем, я тебе даю место в своей коляске."
"мой друг. ты помни, катишь, что все это сделалось нечаянно, d минуту","мой друг. ты помни, катишь, что все это сделалось нечаянно, в минуту"
"брата. – t;tkb бы это и стоило мне большого труда… – как будто догадываясь, в","брата. – ежели бы это и стоило мне большого труда… – как будто догадываясь, в"
"старой девкой, как сама; напрасно: князю андрею нужно сына, а не девку»,","старой девкой, как сама; напрасно: князю андрею нужно сына, а не девку»,"
"себя все забыть и не показывать ни перед кем вида, что что-нибудь случилось. наташа не","себя все забыть и не показывать ни перед кем вида, что что-нибудь случилось. наташа не"
"с его жилистою (с короткими пальцами, покрытыми волосами) кистью руки, в которой он держал","с его жилистою (с короткими пальцами, покрытыми волосами) кистью руки, в которой он держал"
"свою лысую, с седыми висками, голову между lde[ восковых свечей и читал, отмечая карандашом, бумаги.","свою лысую, с седыми висками, голову между двух восковых свечей и читал, отмечая карандашом, бумаги."
"на дуэль вызовет, хорошо это будет? а? – ах, оставьте меня, зачем вы","на дуэль вызовет, хорошо это будет? а? – ах, оставьте меня, зачем вы"
"в которое его привели вид мака, известие об его поражении и мысли","в которое его привели вид мака, известие об его поражении и мысли"
"ехала недалеко за ним. увидав, что враги дружелюбно раскланиваются, она подъехала r ним. илагин","ехала недалеко за ним. увидав, что враги дружелюбно раскланиваются, она подъехала к ним. илагин"
"я воображаю. b он, представив, как махал","я воображаю. и он, представив, как махал"
засмеялся. князь андрей с удивлением b грустью разочарования слушал,засмеялся. князь андрей с удивлением и грустью разочарования слушал
в то время как капитан князь андрей для своего удовольствия yf[jlbk более,в то время как капитан князь андрей для своего удовольствия находил более
"радешеньки солдаты! – ytvyjuj позади гусар ехал денисов, сопутствуемый","радешеньки солдаты! – немного позади гусар ехал денисов, сопутствуемый"
"опять к лошадям. выехав на торную большую дорогу,","опять к лошадям. выехав на торную большую дорогу,"
всех и остановились на молодой княгине. молодая княгиня испытывала в то время то,всех и остановились на молодой княгине. молодая княгиня испытывала в то время то
"смерти своих ,hfnmtd она стала очень богата. она была теперь совершенно",смерти своих братьев она стала очень богата. она была теперь совершенно
"забыв стереть улыбку с лица, смотрел перед собой","забыв стереть улыбку с лица, смотрел перед собой"
"'njq собаки. когда, долго после, дядюшка","этой собаки. когда, долго после, дядюшка"
"и члены военного совета. они пили чай. ожидали только князя багратиона, чтобы приступить r военному","и члены военного совета. они пили чай. ожидали только князя багратиона, чтобы приступить к военному"
"он, оградив себя jn всей житейской путаницы, жил тихо и","он, оградив себя от всей житейской путаницы, жил тихо и"
"тут ничего не сделаешь», – подумал ростов, опустив глаза, b хотел","тут ничего не сделаешь», – подумал ростов, опустив глаза, и хотел"
"этого святость какая, что концерты на клиросе поют? не люблю,","этого святость какая, что концерты на клиросе поют? не люблю,"
"всего у нас в избытке,","всего у нас в избытке,"
"yfgjvbyf.oe. черту, отделяющую живых от","напоминающую черту, отделяющую живых от"
"стариками. – что ж, ваше сиятельство, им бы только покушать хорошо, а как","стариками. – что ж, ваше сиятельство, им бы только покушать хорошо, а как"
"его постоянно gtht,tufkb с одного предмета на другой. –",его постоянно перебегали с одного предмета на другой. –
"положения, что вот он, njn тулон, который выведет его из рядов","положения, что вот он, тот тулон, который выведет его из рядов"
cnfhsq князь был в хорошем духе и обласкал пьера.,старый князь был в хорошем духе и обласкал пьера.
"весь страх, предшествующий сражению, и пробывшего этот веселый ltym в бездействии. –","весь страх, предшествующий сражению, и пробывшего этот веселый день в бездействии. –"
"встряхивая свою рубаху над огнем, и, не дожидаясь ответа, крякнув, прибавил: – мало","встряхивая свою рубаху над огнем, и, не дожидаясь ответа, крякнув, прибавил: – мало"
сюда твою руку. – jyf взяла,сюда твою руку. – она взяла
"dsitk из комнаты. – противоборствовать злу, царствующему в мире… – повторил","вышел из комнаты. – противоборствовать злу, царствующему в мире… – повторил"
"он сказал, что честь, l’honneur, не может gjllth;bdfnmcz","он сказал, что честь, l’honneur, не может поддерживаться"
"вперед казаки, 1-й и 2-й эскадрон","вперед казаки, 1-й и 2-й эскадрон"
"про последнее сражение, как будто все сговорились молчать о нем.","про последнее сражение, как будто все сговорились молчать о нем."
и не njkmrj в один,и не только в один
"что бояться нечего, и потому не побоялась и марьи дмитриевны. – марья дмитриевна! какое мороженое?","что бояться нечего, и потому не побоялась и марьи дмитриевны. – марья дмитриевна! какое мороженое?"
отвечал вахмистр. ростов опять лег на свою кровать и с удовольствием подумал: «пускай,отвечал вахмистр. ростов опять лег на свою кровать и с удовольствием подумал: «пускай
"который, очевидно, теперь и думать ytxtuj было привести в","который, очевидно, теперь и думать нечего было привести в"
"беспомощно расставив ноги и руки, прямо своей широкой грудью стоял перед ljkj[jdsv и","беспомощно расставив ноги и руки, прямо своей широкой грудью стоял перед долоховым и"
вечер. la creme de la мукшефиду,вечер. la creme de la veritable
и махая yt вынутою из,и махая не вынутою из
злобно yf[vehbdibcm и отвернувшись от пьера. князь,злобно нахмурившись и отвернувшись от пьера. князь
"дядюшка. у дядюшки было заведено, чтобы, когда он приезжает с охоты, в","дядюшка. у дядюшки было заведено, чтобы, когда он приезжает с охоты, в"
марья тихо ukflbkf ее по голове. прекрасные,марья тихо гладила ее по голове. прекрасные
"недостало бы духу, но это","недостало бы духу, но это"
"уже давно были выведены на другой ,thtu и заложены и уж солнце скрылось до половины",уже давно были выведены на другой берег и заложены и уж солнце скрылось до половины
"– сказала она дрожащим от волнения голосом,","– сказала она дрожащим от волнения голосом,"
"вся интеллигенция петербурга, b у него, как у ребенка в игрушечной","вся интеллигенция петербурга, и у него, как у ребенка в игрушечной"
"эдуард карлыч, сыграйте, пожалуйста, мой любимый nocturne мосье фильда, – crfpfk голос старой графини","эдуард карлыч, сыграйте, пожалуйста, мой любимый nocturne мосье фильда, – сказал голос старой графини"
la tante en general анна михайловна m’a confie sous le sceau du,la tante en general анна михайловна m’a confie sous le sceau du
"к мосту. опять, но в разных промежутках, gjrfpfkbcm дымки и защелкала","к мосту. опять, но в разных промежутках, показались дымки и защелкала"
"jnntyrjv грусти, относившейся, очевидно, к свежей потере, постигшей молодого человека, к смерти","оттенком грусти, относившейся, очевидно, к свежей потере, постигшей молодого человека, к смерти"
"же самое сделал бы yf его месте,","же самое сделал бы на его месте,"
"попали в первую минуту. m-lle bourienne стояла jrjkj них, прижав руки","попали в первую минуту. m-lle bourienne стояла около них, прижав руки"
"закрыл глаза, но d то","закрыл глаза, но в то"
"был здесь, он бы сказал мне. я удалился к себе, перечел письма иосифа","был здесь, он бы сказал мне. я удалился к себе, перечел письма иосифа"
"болконскому. он обрадовался, что jn меня зависит","болконскому. он обрадовался, что от меня зависит"
так как он до сих пор не держал в herf[,так как он до сих пор не держал в руках
"забылся на jlye минуту, но в этот короткий промежуток забвения он","забылся на одну минуту, но в этот короткий промежуток забвения он"
"вам… пьер молча cjgtk носом, глядя на нее. он до сих пор в","вам… пьер молча сопел носом, глядя на нее. он до сих пор в"
разнообразнейшие впечатления жизни? как это все укладывалось в ней? но она была очень,разнообразнейшие впечатления жизни? как это все укладывалось в ней? но она была очень
"– сказал пьер и, взглянув еще раз на руки нового знакомца, ближе рассмотрел","– сказал пьер и, взглянув еще раз на руки нового знакомца, ближе рассмотрел"
"хуже для вас. tu l’as voulu, george dandin,[394 - ты этого хотел, жорж данден. –","хуже для вас. tu l’as voulu, george dandin,[394 - ты этого хотел, жорж данден. –"
"себе. – и могли ли мы думать!.. наташе казалось, что еще когда","себе. – и могли ли мы думать!.. наташе казалось, что еще когда"
"а помнишь, мы говорили с тобой про игру… дурак, кто на счастье","а помнишь, мы говорили с тобой про игру… дурак, кто на счастье"
что жизнь для ytuj не,что жизнь для него не
"и она отошла от зеркала, ltkfz над","и она отошла от зеркала, делая над"
"– а dtlm хорошо бы, господа! офицеры засмеялись. – хоть бы","– а ведь хорошо бы, господа! офицеры засмеялись. – хоть бы"
но представлялись скучной и фальшивой обязанностью. она не умела,но представлялись скучной и фальшивой обязанностью. она не умела
лесу с дровами. гусарам уже нельзя было отступать,лесу с дровами. гусарам уже нельзя было отступать
"младшие занимались, как всегда, кто картами (денег было много,","младшие занимались, как всегда, кто картами (денег было много,"
"– сказал штаб-офицер, указывая на этих","– сказал штаб-офицер, указывая на этих"
"численности и силе той громады, которую они","численности и силе той громады, которую они"
этой стороне в двух ружейных выстрелах. пехотный gjkrjdybr вздрагивающею,этой стороне в двух ружейных выстрелах. пехотный полковник вздрагивающею
"dblyj было, чтобы цель живших людей состояла в том,","видно было, чтобы цель живших людей состояла в том,"
"с tuj женою пьер неожиданно был пожалован в камергеры, и с этого","с его женою пьер неожиданно был пожалован в камергеры, и с этого"
"странно, что csy темного лифляндского","странно, что сын темного лифляндского"
"очков и pfntv вновь начиная свою прогулку,","очков и затем вновь начиная свою прогулку,"
"туч, и этот красивый звук одинокого dscnhtkf и","туч, и этот красивый звук одинокого выстрела и"
"горло». тысячу раз в эти gjkxfcf упорным,","горло». тысячу раз в эти полчаса упорным,"
"очень рад! целуй, – сказал он, узнав,","очень рад! целуй, – сказал он, узнав,"
"николенька, я тебе растолкую, ты уйди… вы послушайте, мама-голубушка, – говорила она матери. слова ее","николенька, я тебе растолкую, ты уйди… вы послушайте, мама-голубушка, – говорила она матери. слова ее"
"jgznm к борису, – мы поговорим после, –","опять к борису, – мы поговорим после, –"
"она теперь прячется и сидит с своими божьими людьми. поделом ей, она сконфузится, а ты","она теперь прячется и сидит с своими божьими людьми. поделом ей, она сконфузится, а ты"
"вы не были отец, я бы ни в чем не могла упрекнуть вас,","вы не были отец, я бы ни в чем не могла упрекнуть вас,"
князь андрей решил осенью ехать в петербург и придумал разные причины этого,князь андрей решил осенью ехать в петербург и придумал разные причины этого
мучивший tuj вопрос были намеки,мучивший его вопрос были намеки
"двери. вилларский, выйдя к нему навстречу, что-то тихо сказал ему по-французски","двери. вилларский, выйдя к нему навстречу, что-то тихо сказал ему по-французски"
"залах, – музыка, цветы, танцы, государь, вся блестящая","залах, – музыка, цветы, танцы, государь, вся блестящая"
"как граф уже yfxfk тяжело и часто дышать, что всегда было признаком","как граф уже начал тяжело и часто дышать, что всегда было признаком"
"волю? а вместо всего этого – вот он, богатый ve; неверной жены, камергер","волю? а вместо всего этого – вот он, богатый муж неверной жены, камергер"
"как бы наказывая кого-то за всю эту тайную, нелогичную, происходившую в нем внутреннюю работу. княжна","как бы наказывая кого-то за всю эту тайную, нелогичную, происходившую в нем внутреннюю работу. княжна"
"продолжалось более секунды. волк ,t;fk",продолжалось более секунды. волк бежал
"вы тут не жужжите, пока целы. маг’ш!","вы тут не жужжите, пока целы. маг’ш!"
"и gjlcdbcnsdfz ерзу… – а вы, михаил никанорыч? – обратился он к дядюшке. дядюшка ехал,","и подсвистывая ерзу… – а вы, михаил никанорыч? – обратился он к дядюшке. дядюшка ехал,"
"с вами всё это понимаем», – и еще","с вами всё это понимаем», – и еще"
и cxfcnkbdsvb лицами взглянули на веру. весело и трогательно было смотреть на,и счастливыми лицами взглянули на веру. весело и трогательно было смотреть на
"вашему превосходительству? – сказал он. – нехорошо дело, – сказал генерал,","вашему превосходительству? – сказал он. – нехорошо дело, – сказал генерал,"
– да ведь тебе и нельзя:,– да ведь тебе и нельзя:
"теперь война против наполеона. ежели , это была война",теперь война против наполеона. ежели б это была война
"отделяющее барьеры, как долохов крикнул: – к барьеру! –","отделяющее барьеры, как долохов крикнул: – к барьеру! –"
"на странные, но смешные па, rjnjhst","на странные, но смешные па, которые"
"я не уеду отсюда, не cltkfd","я не уеду отсюда, не сделав"
"как секреты-то этой всей vjkjlt;b шиты белыми нитками! – сказала анна михайловна,","как секреты-то этой всей молодежи шиты белыми нитками! – сказала анна михайловна,"
"recu avec ma nouvelle, comme un сршут","recu avec ma nouvelle, comme un chien"
"по залам, дождался, пока все съехались, и,","по залам, дождался, пока все съехались, и,"
"и с утра начала njn свой прежний образ жизни, от которого она отстала после бала.","и с утра начала тот свой прежний образ жизни, от которого она отстала после бала."
в конце января с наташей и соней приехал в москву.,в конце января с наташей и соней приехал в москву.
"d которую вышел князь андрей, и крестила его. из кабинета слышны были,","в которую вышел князь андрей, и крестила его. из кабинета слышны были,"
"они у него написаны транспортом, а другую","они у него написаны транспортом, а другую"
на выплывавшее из тумана солнце. когда солнце совершенно dsikj из,на выплывавшее из тумана солнце. когда солнце совершенно вышло из
"матерого волка, больше я не желаю!» – думал он, напрягая слух и зрение, оглядываясь налево","матерого волка, больше я не желаю!» – думал он, напрягая слух и зрение, оглядываясь налево"
"сражение с фронта, но в дюренштейне, где я находился, войско начало атаку в шестом часу","сражение с фронта, но в дюренштейне, где я находился, войско начало атаку в шестом часу"
с радостными улыбками cvjnhtkb на,с радостными улыбками смотрели на
"серьезно ей не нравился. вот вы знаете, граф, – обратилась она r пьеру, –","серьезно ей не нравился. вот вы знаете, граф, – обратилась она к пьеру, –"
"как не у всех была водка, солдаты, толпясь, стояли около hz,juj широкоплечего фельдфебеля, который, нагибая","как не у всех была водка, солдаты, толпясь, стояли около рябого широкоплечего фельдфебеля, который, нагибая"
"я увидал государя!) наташку… ташку возьми…» – «поправей-то, ваше благородие, а то","я увидал государя!) наташку… ташку возьми…» – «поправей-то, ваше благородие, а то"
"вам главную цель yfituj ордена, – сказал","вам главную цель нашего ордена, – сказал"
"судьбу, на свекра и на мужа. после слез она заснула.","судьбу, на свекра и на мужа. после слез она заснула."
"поди, – говорил старый князь. – очень, очень рад тебя видеть, – повторял он, обнимая","поди, – говорил старый князь. – очень, очень рад тебя видеть, – повторял он, обнимая"
усталости и надежды на скорый отдых. князь василий,усталости и надежды на скорый отдых. князь василий
"внешней формы, не заботясь о ее содержании и значении. таковы были dbkkfhcrbq и даже","внешней формы, не заботясь о ее содержании и значении. таковы были вилларский и даже"
"courage, mon ami. il a demande а мщгы voir. c’est bien…[174 - не","courage, mon ami. il a demande а vous voir. c’est bien…[174 - не"
"вгляделся в лицо князя андрея, стоявшего в назначенном vtcnt между австрийскими офицерами, и","вгляделся в лицо князя андрея, стоявшего в назначенном месте между австрийскими офицерами, и"
перенесет этого. она не перенесет… – кто? – спросил ростов. –,перенесет этого. она не перенесет… – кто? – спросил ростов. –
"– прибавил он, понизив голос. – она живет","– прибавил он, понизив голос. – она живет"
"барыня.] такая милая и так, видно, всей leijq","барыня.] такая милая и так, видно, всей душой"
"тому, что это будет: так 'nj было несообразно с","тому, что это будет: так это было несообразно с"
"начальство нашло, что наш центр слишком отдален от правого фланга, и","начальство нашло, что наш центр слишком отдален от правого фланга, и"
"большинство присутствовавших были старые, почтенные люди с широкими самоуверенными лицами, толстыми пальцами, ndthlsvb движениями","большинство присутствовавших были старые, почтенные люди с широкими самоуверенными лицами, толстыми пальцами, твердыми движениями"
"исполнив свое поручение, поехал назад. расчистив дорогу, денисов остановился у входа на мост. небрежно сдерживая","исполнив свое поручение, поехал назад. расчистив дорогу, денисов остановился у входа на мост. небрежно сдерживая"
"была вторая ночь, что они оба не","была вторая ночь, что они оба не"
"глазами на своего внутреннего человека b спроси у самого себя,","глазами на своего внутреннего человека и спроси у самого себя,"
"воинственной позе, оперев руки с dsuyensvb наружу локтями на колени, сидел румяный милорадович, с","воинственной позе, оперев руки с выгнутыми наружу локтями на колени, сидел румяный милорадович, с"
"у двери, как будто jy давно","у двери, как будто он давно"
"с князем андреем понимает ничтожность тех людей, с","с князем андреем понимает ничтожность тех людей, с"
"d’essor а тщеку faible esprit humain et plus il est agreable а dieu, qui","d’essor а notre faible esprit humain et plus il est agreable а dieu, qui"
"в таком костюме. извинить прошу… видит бог, не знал, –","в таком костюме. извинить прошу… видит бог, не знал, –"
"самые люди, которых, yt спрашивая их,","самые люди, которых, не спрашивая их,"
",tkjq руки, сделал ею знак маршалам и отдал приказание начинать дело.","белой руки, сделал ею знак маршалам и отдал приказание начинать дело."
за жерковым к гусарскому полковнику подъехал свитский офицер с тем,за жерковым к гусарскому полковнику подъехал свитский офицер с тем
"b весь свет узнал… тем анекдот и кончился. хотя и непонятно было, для чего","и весь свет узнал… тем анекдот и кончился. хотя и непонятно было, для чего"
"человек может быть полезен, и князь василий сближался с ним и при gthdjq","человек может быть полезен, и князь василий сближался с ним и при первой"
"из гостиной. lbvvkth взял аккорд и, обратясь к наташе, николаю и соне,","из гостиной. диммлер взял аккорд и, обратясь к наташе, николаю и соне,"
своем pljhjdmt и о здоровье ее,своем здоровье и о здоровье ее
"все было прекрасно. на dnjhjv блюде, вместе с исполинской стерлядью","все было прекрасно. на втором блюде, вместе с исполинской стерлядью"
"пьер, не kj;fcm спать и не","пьер, не ложась спать и не"
"трудящихся, страдающих, борющихся и делающих зло друг другу для достижения этого","трудящихся, страдающих, борющихся и делающих зло друг другу для достижения этого"
она. графиня не верила своим ушам. ltybcjd,она. графиня не верила своим ушам. денисов
с женою? yt отвечая ничего ни,с женою? не отвечая ничего ни
"двух окон, у небольшого стола с закуской. сперанский, в сером фраке с","двух окон, у небольшого стола с закуской. сперанский, в сером фраке с"
"что приходит к нему vfneirf печерская и говорит: «уверуй мне, я тебя исцелю». вот","что приходит к нему матушка печерская и говорит: «уверуй мне, я тебя исцелю». вот"
